基金代码,拼音缩写,基金类型,基金简称,2021-01-13-单位净值,2021-01-13-累计净值,2021-01-12-单位净值,2021-01-12-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
000294,HASTYXHH,混合型,华安生态优先混合,4.82,5.3080,4.8680,5.3560,-0.0480,-0.99,开放申购,开放赎回,0.15%
000295,PHFSDKZA,定开债券,鹏华丰实定开债A,1.1420,1.4690,1.14,1.4670,0.0020,0.18,暂停申购,暂停赎回,0.08%
000296,PHFSDKZB,定开债券,鹏华丰实定开债B,1.1160,1.4380,1.1140,1.4360,0.0020,0.18,暂停申购,暂停赎回,0.00%
000297,PHKZZZQA,债券型,鹏华可转债债券A,1.4460,1.5030,1.4570,1.5140,-0.0110,-0.75,开放申购,开放赎回,0.08%
000298,ZHCZZQA,债券型,中海纯债债券A,1.1470,1.2870,1.1470,1.2870,0,0.00,开放申购,开放赎回,0.08%
000299,ZHCZZQC,债券型,中海纯债债券C,1.1170,1.2570,1.1180,1.2580,-0.0010,-0.09,开放申购,开放赎回,0.00%
000305,ZYZGDJA,债券型,中银中高等级A,1.0520,1.4190,1.0520,1.4190,0,0.00,开放申购,开放赎回,0.08%
000306,THHLZQ,债券型,天弘弘利债券,1.2761,1.3921,1.2754,1.3914,0.0007,0.05,限大额,开放赎回,0.10%
000307,YFDHJETFLJA,联接基金,易方达黄金ETF联接A,1.3417,1.3417,1.3462,1.3462,-0.0045,-0.33,开放申购,开放赎回,0.07%
000308,JXCXZGHH,混合型,建信创新中国混合,5.1410,5.1410,5.1360,5.1360,0.0050,0.10,开放申购,开放赎回,0.15%
000309,DMPZSHJXGP,股票型,大摩品质生活精选股票,3.4170,3.4170,3.4290,3.4290,-0.0120,-0.35,开放申购,开放赎回,0.15%
000310,AXYLXYA,定开债券,安信永利信用A,1.1740,1.5240,1.1740,1.5240,0,0.00,暂停申购,暂停赎回,0.07%
000311,JSCCHS300ZSZQ,股票指数,景顺长城沪深300指数增强,2.9730,3.3130,2.9850,3.3250,-0.0120,-0.40,开放申购,开放赎回,0.12%
000312,HAHS300ZQA,股票指数,华安沪深300增强A,2.6972,3.0572,2.7190,3.0790,-0.0218,-0.80,开放申购,开放赎回,0.12%
000313,HAHS300ZQC,股票指数,华安沪深300增强C,2.5817,2.9417,2.6025,2.9625,-0.0208,-0.80,开放申购,开放赎回,0.00%
000314,ZSRFLHPZHHFQSA,混合型,招商瑞丰灵活配置混合发起式A,1.6360,1.8490,1.6370,1.85,-0.0010,-0.06,限大额,开放赎回,0.15%
000316,ZHRLLGYDKZ,定开债券,中海瑞利六个月定开债,0.8442,1.2844,0.8444,1.2846,-0.0002,-0.02,暂停申购,暂停赎回,0.06%
000319,TDTLZQA,债券型,泰达淘利债券A,1.1412,1.4350,1.1405,1.4343,0.0007,0.06,开放申购,开放赎回,0.08%
000320,TDTLZQC,债券型,泰达淘利债券C,1.1241,1.4154,1.1235,1.4148,0.0006,0.05,开放申购,开放赎回,0.00%
000322,NYHLJHZQ,债券型,农银汇理金汇债券,1.0135,1.0135,1.0135,1.0135,0,0.00,开放申购,开放赎回,0.08%
000326,NFZXPCZGP,股票型,南方中小盘成长股票,1.7498,1.8778,1.7518,1.8798,-0.0020,-0.11,限大额,开放赎回,0.15%
000327,NFXLCHH,混合型,南方新蓝筹混合,2.2318,2.2318,2.2351,2.2351,-0.0033,-0.15,开放申购,开放赎回,0.15%
000328,STMGZXDLLHPZHH,混合型,上投摩根转型动力灵活配置混合,3.3727,3.3727,3.4459,3.4459,-0.0732,-2.12,开放申购,开放赎回,0.15%
000329,PHFRDKZ,定开债券,鹏华丰饶定开债,,,,,,,暂停申购,暂停赎回,0.06%
000333,CCWGSYZQA,债券型,长城稳固收益债券A,1.3698,1.3898,1.3765,1.3965,-0.0067,-0.49,开放申购,开放赎回,0.08%
000334,CCWGSYZQC,债券型,长城稳固收益债券C,1.3391,1.3591,1.3457,1.3657,-0.0066,-0.49,开放申购,开放赎回,0.00%
000335,AXYLXYC,定开债券,安信永利信用C,1.1640,1.4890,1.1640,1.4890,0,0.00,暂停申购,暂停赎回,0.00%
000336,NYYJJXHH,混合型,农银研究精选混合,3.8132,3.8132,3.9238,3.9238,-0.1106,-2.82,限大额,开放赎回,0.15%
000338,PHSZBLZQ,债券型,鹏华双债保利债券,1.27,1.5653,1.2715,1.5668,-0.0015,-0.12,开放申购,开放赎回,0.08%
000339,CCYLBJHH,混合型,长城医疗保健混合,4.0502,4.0502,4.0894,4.0894,-0.0392,-0.96,限大额,开放赎回,0.15%
000341,JSXXSCC2QDII,QDII,嘉实新兴市场C2(QDII),,,1.2340,1.2890,,,限大额,开放赎回,0.00%
000342,JSXXSCA1QDII,QDII,嘉实新兴市场A1(QDII),,,1.2860,1.5540,,,限大额,开放赎回,0.08%
000345,PHFRDKZ,定开债券,鹏华丰融定开债,,,,,,,暂停申购,暂停赎回,0.06%
000346,JXAXHB6GYDKA,定开债券,建信安心回报6个月定开A,1.0179,1.4024,1.0169,1.4014,0.0010,0.10,暂停申购,暂停赎回,0.06%
000347,JXAXHB6GYDKC,定开债券,建信安心回报6个月定开C,1.0137,1.3473,1.0128,1.3464,0.0009,0.09,暂停申购,暂停赎回,0.00%
000351,GFHFDQZQA,定开债券,国富恒丰定期债券A,,,,,,,暂停申购,暂停赎回,0.07%
000352,GFHFDQZQC,定开债券,国富恒丰定期债券C,,,,,,,暂停申购,暂停赎回,0.00%
000354,CSCZHZTHH,混合型,长盛城镇化主题混合,1.78,2.4280,1.7980,2.4460,-0.0180,-1.00,开放申购,开放赎回,0.15%
000355,NFFYXYZQZQA,债券型,南方丰元信用增强债券A,1.2747,1.4688,1.2735,1.4676,0.0012,0.09,开放申购,开放赎回,0.08%
000356,NFFYXYZQZQC,债券型,南方丰元信用增强债券C,1.2490,1.4333,1.2479,1.4322,0.0011,0.09,开放申购,开放赎回,0.00%
000362,GTJXJZYSHHA,混合型,国泰聚信价值优势混合A,2.5970,3.5950,2.6240,3.6220,-0.0270,-1.03,开放申购,开放赎回,0.15%
000363,GTJXJZYSHHC,混合型,国泰聚信价值优势混合C,2.6090,3.6030,2.6360,3.63,-0.0270,-1.02,开放申购,开放赎回,0.00%
000367,GTAKDQZFHHA,混合型,国泰安康定期支付混合A,1.8580,1.8580,1.8650,1.8650,-0.0070,-0.38,限大额,开放赎回,0.08%
000368,HTFHS300AZZS,股票指数,汇添富沪深300安中指数,2.5433,2.5433,2.5426,2.5426,0.0007,0.03,开放申购,开放赎回,0.12%
000369,GFQQYLBJQDII,QDII-指数,广发全球医疗保健(QDII),,,1.7680,1.8780,,,限大额,开放赎回,0.13%
000370,GFQQYLBJMY,QDII-指数,广发全球医疗保健美元,,,0.2727,0.2896,,,限大额,开放赎回,1.30%
000372,ZYHLBNDKZ,定开债券,中银惠利半年定开债,,,,,,,暂停申购,暂停赎回,0.08%
000373,HAZZXFYYETFLJA,联接基金,华安中证细分医药ETF联接A,2.1020,2.1020,2.1330,2.1330,-0.0310,-1.45,开放申购,开放赎回,0.12%
000376,HAZZXFYYETFLJC,联接基金,华安中证细分医药ETF联接C,2.0490,2.0490,2.0790,2.0790,-0.03,-1.44,开放申购,开放赎回,0.00%
000377,STMGSZZLZQA,债券型,上投摩根双债增利债券A,1.1230,1.5590,1.1220,1.5580,0.0010,0.09,开放申购,开放赎回,0.08%
000378,STMGSZZLZQC,债券型,上投摩根双债增利债券C,1.1180,1.53,1.1180,1.53,0,0.00,开放申购,开放赎回,0.00%
000385,JSCCJYSLZQA,债券型,景顺长城景颐双利债券A,1.5850,1.7450,1.59,1.75,-0.0050,-0.31,开放申购,开放赎回,0.08%
000386,JSCCJYSLZQC,债券型,景顺长城景颐双利债券C,1.5410,1.6970,1.5450,1.7010,-0.0040,-0.26,开放申购,开放赎回,0.00%
000390,HSYSHYHH,混合型,华商优势行业混合,1.3640,3.0680,1.3890,3.0930,-0.0250,-1.80,开放申购,开放赎回,0.15%
000394,RTTYDRZQA,债券型,融通通源短融债券A,1.0705,1.2815,1.0702,1.2812,0.0003,0.03,开放申购,开放赎回,0.00%
000395,HTFAXZGZQA,债券型,汇添富安心中国债券A,1.2930,1.2930,1.2930,1.2930,0,0.00,开放申购,开放赎回,0.08%
000396,HTFAXZGZQC,债券型,汇添富安心中国债券C,1.30,1.30,1.30,1.30,0,0.00,开放申购,开放赎回,0.00%
000398,HFLHPZHH,混合型,华富灵活配置混合,1.1160,1.4410,1.1120,1.4370,0.0040,0.36,开放申购,开放赎回,0.15%
000402,GYCZZQA,债券型,工银纯债债券A,1.1572,1.3731,1.1565,1.3724,0.0007,0.06,限大额,开放赎回,0.08%
000403,GYCZZQB,债券型,工银纯债债券B,1.1421,1.3405,1.1414,1.3398,0.0007,0.06,限大额,开放赎回,0.00%
000404,YFDXXCZLHPZ,混合型,易方达新兴成长灵活配置,4.7560,4.7560,4.8160,4.8160,-0.06,-1.25,开放申购,开放赎回,0.15%
000406,HTFSLZQZQA,债券型,汇添富双利增强债券A,1.2390,1.5720,1.2390,1.5720,0,0.00,开放申购,开放赎回,0.10%
000407,HTFSLZQZQC,债券型,汇添富双利增强债券C,1.2340,1.5670,1.2340,1.5670,0,0.00,开放申购,开放赎回,0.00%
000408,MSJYCZHHHA,混合型,民生加银城镇化混合A,2.9080,4.2730,2.93,4.2950,-0.0220,-0.75,开放申购,开放赎回,0.15%
000409,PHHBCYGP,股票型,鹏华环保产业股票,4.3180,4.3180,4.4170,4.4170,-0.0990,-2.24,开放申购,开放赎回,0.15%
000410,YMFWLXHH,混合型,益民服务领先混合,5.4590,5.4590,5.46,5.46,-0.0010,-0.02,开放申购,开放赎回,0.15%
000411,JSCCYZCZGP,股票型,景顺长城优质成长股票,1.8880,2.2380,1.8990,2.2490,-0.0110,-0.58,开放申购,开放赎回,0.15%
000414,JSJDSYCLDQHH,混合型,嘉实绝对收益策略定期混合,1.3610,1.3610,1.3680,1.3680,-0.0070,-0.51,暂停申购,暂停赎回,0.15%
000415,DMTL18GYDKZA,定开债券,大摩添利18个月定开债A,,,,,,,暂停申购,暂停赎回,0.06%
000416,DMTL18GYDKZC,定开债券,大摩添利18个月定开债C,,,,,,,暂停申购,暂停赎回,0.00%
000417,GLAXJXHH,混合型,国联安新精选混合,1.6433,1.8813,1.6457,1.8837,-0.0024,-0.15,限大额,开放赎回,0.15%
000418,JSCCCZZXGP,股票型,景顺长城成长之星股票,4.2930,4.2930,4.3280,4.3280,-0.0350,-0.81,开放申购,开放赎回,0.15%
000419,DMYZXJCZA,债券型,大摩优质信价纯债A,1.04,1.3260,1.04,1.3260,0,0.00,限大额,开放赎回,0.08%
000420,DMYZXJCZC,债券型,大摩优质信价纯债C,1.0350,1.3030,1.0350,1.3030,0,0.00,限大额,开放赎回,0.00%
000421,HTBRFHZQA,债券型,华泰柏瑞丰汇债券A,1.0168,1.2452,1.0167,1.2451,0.0001,0.01,基金终止,开放赎回,0.08%
000422,HTBRFHZQC,债券型,华泰柏瑞丰汇债券C,1.0120,1.2136,1.0118,1.2134,0.0002,0.02,基金终止,开放赎回,0.00%
000423,QHKYSJQDHHA,混合型,前海开源事件驱动混合A,2.1180,2.1180,2.1680,2.1680,-0.05,-2.31,开放申购,开放赎回,0.15%
000431,PHPPCCHH,混合型,鹏华品牌传承混合,3.4960,3.5780,3.5220,3.6040,-0.0260,-0.74,开放申购,开放赎回,0.15%
000432,ZYYXQYHH,混合型,中银优秀企业混合,2.2470,2.2470,2.2710,2.2710,-0.0240,-1.06,开放申购,开放赎回,0.15%
000433,AXXFYXHH,混合型,安信鑫发优选混合,1.7560,1.7560,1.7590,1.7590,-0.0030,-0.17,开放申购,开放赎回,0.10%
000435,JXWDTLZQA,债券型,建信稳定添利债券A,1.14,1.57,1.1420,1.5720,-0.0020,-0.18,基金终止,开放赎回,0.06%
000436,YFDYHDKHHFQS,混合型,易方达裕惠定开混合发起式,1.6450,2.1250,1.6440,2.1240,0.0010,0.06,暂停申购,暂停赎回,1.00%
000452,NFYYBJLHPZHH,混合型,南方医药保健灵活配置混合,3.8280,4.0430,3.8640,4.0790,-0.0360,-0.93,开放申购,开放赎回,0.15%
000457,STMGHXCZGP,股票型,上投摩根核心成长股票,2.5751,2.8841,2.5768,2.8858,-0.0017,-0.07,开放申购,开放赎回,0.15%
000458,YDLXHBHHFQS,混合型,英大领先回报混合发起式,1.3508,2.0108,1.3451,2.0051,0.0057,0.42,开放申购,开放赎回,0.12%
000462,NYZTLDHH,混合型,农银主题轮动混合,2.5577,2.5577,2.6209,2.6209,-0.0632,-2.41,开放申购,开放赎回,0.15%
000463,HSSZFLZQA,债券型,华商双债丰利债券A,0.6380,1.0530,0.6390,1.0540,-0.0010,-0.16,暂停申购,开放赎回,0.08%
000465,JSCCXYXDQZFZQ,定开债券,景顺长城鑫月薪定期支付债券,1.01,1.3770,1.01,1.3770,0,0.00,暂停申购,暂停赎回,0.06%
000466,RTTRZQAB,债券型,融通通瑞债券A/B,1.2040,1.2790,1.2070,1.2820,-0.0030,-0.25,基金终止,开放赎回,0.06%
000469,FGMBQLYNQCZZQ,定开债券,富国目标齐利一年期纯债债券,1.0820,1.3270,1.0820,1.3270,0,0.00,暂停申购,暂停赎回,0.06%
000471,FGCZFZGP,股票型,富国城镇发展股票,2.5450,3.0450,2.5720,3.0720,-0.0270,-1.05,开放申购,开放赎回,0.15%
000477,GFZTLXHH,混合型,广发主题领先混合,2.9580,2.9580,2.9810,2.9810,-0.0230,-0.77,开放申购,开放赎回,0.15%
000478,JXZZ500ZSZQA,股票指数,建信中证500指数增强A,2.6850,2.6850,2.6937,2.6937,-0.0087,-0.32,开放申购,开放赎回,0.15%
000480,DFHXDLHH,混合型,东方红新动力混合,3.45,3.5380,3.4910,3.5790,-0.0410,-1.17,开放申购,开放赎回,1.50%
000481,HSSZFLZQC,债券型,华商双债丰利债券C,0.6280,1.0130,0.6280,1.0130,0,0.00,暂停申购,开放赎回,0.00%
000489,GDSMHLCZA,债券型,光大岁末红利纯债A,1.0449,1.2574,1.0451,1.2576,-0.0002,-0.02,开放申购,开放赎回,0.08%
000490,GDSMHLCZC,债券型,光大岁末红利纯债C,1.0444,1.2306,1.0446,1.2308,-0.0002,-0.02,开放申购,开放赎回,0.00%
000496,CACYJXHHA,混合型,长安产业精选混合A,1.6105,1.8505,1.6333,1.8733,-0.0228,-1.40,开放申购,开放赎回,0.15%
000497,CTCZZQA,债券型,财通纯债债券A,1.0827,1.1582,1.0825,1.1580,0.0002,0.02,限大额,开放赎回,0.08%
000501,HFHF18GYDKZC,定开债券,华富恒富18个月定开债C,1.0695,1.3995,1.0702,1.4002,-0.0007,-0.07,开放申购,开放赎回,0.00%
000502,HFHF18GYDKZA,定开债券,华富恒富18个月定开债A,1.0866,1.5166,1.0873,1.5173,-0.0007,-0.06,开放申购,开放赎回,0.08%
000503,ZXJTJHZDZA,债券型,中信建投景和中短债A,1.1355,1.2945,1.1349,1.2939,0.0006,0.05,开放申购,开放赎回,0.03%
000504,ZXJTJHZDZC,债券型,中信建投景和中短债C,1.1040,1.2630,1.1035,1.2625,0.0005,0.05,开放申购,开放赎回,0.00%
000507,TDHLHDHHA,混合型,泰达宏利宏达混合A,1.4870,1.6770,1.49,1.68,-0.0030,-0.20,开放申购,开放赎回,0.12%
000508,TDHLHDHHB,混合型,泰达宏利宏达混合B,1.4360,1.6260,1.4390,1.6290,-0.0030,-0.21,开放申购,开放赎回,0.00%
000511,GTGCQDLHPZHHA,混合型,国泰国策驱动灵活配置混合A,1.8610,1.8610,1.8630,1.8630,-0.0020,-0.11,限大额,开放赎回,0.08%
000512,GTHS300ZSZQA,股票指数,国泰沪深300指数增强A,1.7515,2.5529,1.7595,2.5609,-0.0080,-0.45,开放申购,开放赎回,0.10%
000513,FGGDZZHYGP,股票型,富国高端制造行业股票,3.8050,3.8050,3.8530,3.8530,-0.0480,-1.25,开放申购,开放赎回,0.15%
000516,FGXLYNQDQKFZQXA,定开债券,富国祥利一年期定期开放债券型A,1.1235,1.2135,1.1231,1.2131,0.0004,0.04,暂停申购,暂停赎回,0.60%
000517,FGXLYNQDQKFZQXC,定开债券,富国祥利一年期定期开放债券型C,1.1077,1.1977,1.1074,1.1974,0.0003,0.03,暂停申购,暂停赎回,0.00%
000520,SYXXJZCZHH,混合型,上银新兴价值成长混合,1.5750,2.66,1.5850,2.67,-0.01,-0.63,限大额,开放赎回,0.15%
000521,NARXDKZQ,定开债券,诺安瑞鑫定开债券,,,,,,,暂停申购,暂停赎回,0.60%
000522,HRYDXXCMKJHH,混合型,华润元大信息传媒科技混合,2.7320,2.7320,2.7540,2.7540,-0.0220,-0.80,开放申购,开放赎回,0.15%
000523,GTRYYLBJHHA,混合型,国投瑞银医疗保健混合A,1.5070,2.6380,1.5240,2.6550,-0.0170,-1.12,开放申购,开放赎回,0.15%
000524,STMGMSXQGP,股票型,上投摩根民生需求股票,3.2247,3.6637,3.2807,3.7197,-0.0560,-1.71,开放申购,开放赎回,0.15%
000526,GTNYLHPZHHA,混合型,国泰浓益灵活配置混合A,1.3170,1.6020,1.3170,1.6020,0,0.00,限大额,开放赎回,0.08%
000527,NFXYXLHPZHHA,混合型,南方新优享灵活配置混合A,5.7050,5.7050,5.7720,5.7720,-0.0670,-1.16,开放申购,开放赎回,0.15%
000529,GFJZYSHH,混合型,广发竞争优势混合,4.4440,4.4440,4.5140,4.5140,-0.07,-1.55,开放申购,开放赎回,0.15%
000530,ZSFSWDZZHHA,混合型,招商丰盛稳定增长混合A,2.35,2.35,2.3990,2.3990,-0.0490,-2.04,限大额,开放赎回,0.15%
000531,DWAEFLHPZHH,混合型,东吴阿尔法灵活配置混合,1.9346,1.9346,1.9577,1.9577,-0.0231,-1.18,开放申购,开放赎回,0.15%
000532,JSCCYSQYHH,混合型,景顺长城优势企业混合,4.3750,4.3750,4.4330,4.4330,-0.0580,-1.31,开放申购,开放赎回,0.15%
000534,CSGDZBHH,混合型,长盛高端装备混合,3.2510,3.2510,3.2690,3.2690,-0.0180,-0.55,开放申购,开放赎回,0.15%
000535,CSHTHGZBLHPZHH,混合型,长盛航天海工装备灵活配置混合,1.7190,2.2630,1.7490,2.2930,-0.03,-1.72,开放申购,开放赎回,0.15%
000536,QHKYKZZZQ,债券型,前海开源可转债债券,1.10,1.47,1.1060,1.4760,-0.0060,-0.54,开放申购,开放赎回,0.08%
000538,NAYSHYHHA,混合型,诺安优势行业混合A,1.5210,1.5210,1.5230,1.5230,-0.0020,-0.13,开放申购,开放赎回,0.15%
000541,HSCXCZHHFQS,混合型,华商创新成长混合发起式,3.09,3.3450,3.1110,3.3660,-0.0210,-0.68,开放申购,开放赎回,0.15%
000545,ZYHXJZLLHPZHH,混合型,中邮核心竞争力灵活配置混合,1.7650,1.7650,1.78,1.78,-0.0150,-0.84,开放申购,开放赎回,0.15%
000546,XYDKZA,定开债券,兴业定开债A,,,,,,,暂停申购,暂停赎回,0.06%
000547,JXJKMSHH,混合型,建信健康民生混合,5.1290,5.1290,5.1280,5.1280,0.0010,0.02,开放申购,开放赎回,0.15%
000549,HADGXJJGP,股票型,华安大国新经济股票,3.3060,3.3060,3.3110,3.3110,-0.0050,-0.15,开放申购,开放赎回,0.15%
000550,GFXDLHH,混合型,广发新动力混合,3.2950,3.2950,3.3220,3.3220,-0.0270,-0.81,开放申购,开放赎回,0.15%
000551,XCXFXFHH,混合型,信诚幸福消费混合,2.7520,2.9980,2.7570,3.0030,-0.0050,-0.18,开放申购,开放赎回,0.15%
000552,ZJCZYNA,定开债券,中加纯债一年A,,,,,,,暂停申购,暂停赎回,0.057%
000553,ZJCZYNC,定开债券,中加纯债一年C,,,,,,,暂停申购,暂停赎回,0.00%
000554,ZGMLHPZHH,混合型,中国梦灵活配置混合,2.2710,2.2710,2.3150,2.3150,-0.0440,-1.90,开放申购,开放赎回,0.15%
000556,GTRYXJYLHPZHHA,混合型,国投瑞银新机遇灵活配置混合A,2.5420,2.91,2.5490,2.9170,-0.0070,-0.27,限大额,开放赎回,0.06%
000557,GTRYXJYLHPZHHC,混合型,国投瑞银新机遇灵活配置混合C,2.47,2.8210,2.4770,2.8280,-0.0070,-0.28,限大额,开放赎回,0.00%
000561,NFQYZQA,债券型,南方启元债券A,1.1330,1.2530,1.1330,1.2530,0,0.00,开放申购,开放赎回,0.08%
000562,NFQYZQC,债券型,南方启元债券C,1.1490,1.2260,1.1480,1.2250,0.0010,0.09,开放申购,开放赎回,0.00%
000563,NFTLZQA,债券型,南方通利债券A,1.1191,1.4220,1.1188,1.4217,0.0003,0.03,限大额,开放赎回,0.08%
000564,NFTLZQC,债券型,南方通利债券C,1.1149,1.4044,1.1146,1.4041,0.0003,0.03,限大额,开放赎回,0.00%
000566,HTBRCXSJHHA,混合型,华泰柏瑞创新升级混合A,3.7160,4.4220,3.7820,4.4880,-0.0660,-1.75,开放申购,开放赎回,0.12%
000567,GFJXLHHH,混合型,广发聚祥灵活混合,3.0270,3.0270,3.0490,3.0490,-0.0220,-0.72,开放申购,开放赎回,0.15%
000572,ZYDCLHHA,混合型,中银多策略混合A,1.3870,1.8180,1.3860,1.8170,0.0010,0.07,开放申购,开放赎回,0.15%
000573,THTLHH,混合型,天弘通利混合,1.5840,1.6530,1.5880,1.6570,-0.0040,-0.25,限大额,开放赎回,0.10%
000574,BYXJZHHA,混合型,宝盈新价值混合A,2.8490,3.5370,2.8640,3.5520,-0.0150,-0.52,开放申购,开放赎回,0.15%
000577,AXJZJXGP,股票型,安信价值精选股票,5.2010,5.2010,5.24,5.24,-0.0390,-0.74,限大额,开放赎回,0.15%
000578,XYHXSYZQZQXFQSA,债券型,鑫元恒鑫收益增强债券型发起式A,0.9975,1.0775,1.0026,1.0826,-0.0051,-0.51,开放申购,开放赎回,0.06%
000579,XYHXSYZQZQXFQSC,债券型,鑫元恒鑫收益增强债券型发起式C,0.9719,1.0519,0.9769,1.0569,-0.0050,-0.51,开放申购,开放赎回,0.00%
000583,JXJFDKZ,定开债券,江信聚福定开债,,,,,,,暂停申购,暂停赎回,0.06%
000584,XHXYLHPZHH,混合型,新华鑫益灵活配置混合,4.9018,4.9018,4.9895,4.9895,-0.0877,-1.76,开放申购,开放赎回,0.00%
000585,JSDCTLDQHH,混合型,嘉实对冲套利定期混合,1.2620,1.2620,1.27,1.27,-0.0080,-0.63,暂停申购,暂停赎回,0.13%
000586,JSCCZXBCYBJXGP,股票型,景顺长城中小板创业板精选股票,2.3910,2.3910,2.4280,2.4280,-0.0370,-1.52,开放申购,开放赎回,0.15%
000587,DCLHPZHH,混合型,大成灵活配置混合,3.34,3.74,3.3480,3.7480,-0.0080,-0.24,开放申购,开放赎回,0.15%
000589,GDYFSJHH,混合型,光大银发商机混合,3.3130,3.5630,3.3240,3.5740,-0.0110,-0.33,开放申购,开放赎回,0.15%
000590,HAXHLHH,混合型,华安新活力混合,1.4590,1.72,1.46,1.7210,-0.0010,-0.07,限大额,开放赎回,0.15%
000591,ZYJKSHHH,混合型,中银健康生活混合,2.6430,2.6430,2.68,2.68,-0.0370,-1.38,开放申购,开放赎回,0.15%
000592,JXGGHLGP,股票型,建信改革红利股票,5.1870,5.1870,5.2490,5.2490,-0.0620,-1.18,开放申购,开放赎回,0.15%
000593,YFDBPXFPZSMYXHA,QDII-指数,易方达标普消费品指数美元现汇A,,,0.3991,0.3991,,,开放申购,开放赎回,1.20%
000594,DMJQYXGP,股票型,大摩进取优选股票,3.3360,3.3360,3.3160,3.3160,0.02,0.60,开放申购,开放赎回,0.15%
000595,JSTHHH,混合型,嘉实泰和混合,4.55,9.1640,4.6690,9.29,-0.1190,-2.55,限大额,开放赎回,0.15%
000596,QHKYZZJGZSA,股票指数,前海开源中证军工指数A,2.3060,2.3060,2.3390,2.3390,-0.0330,-1.41,开放申购,开放赎回,0.12%
000597,ZHJJSYHH,混合型,中海积极收益混合,1.4050,1.6640,1.4060,1.6650,-0.0010,-0.07,开放申购,开放赎回,0.08%
000598,CSSTHJHH,混合型,长盛生态环境混合,2.7990,2.7990,2.8250,2.8250,-0.0260,-0.92,开放申购,开放赎回,0.15%
000601,HBCXYXHH,混合型,华宝创新优选混合,2.7090,3.0490,2.7520,3.0920,-0.0430,-1.56,开放申购,开放赎回,0.15%
000603,YFDCXQDLHPZHH,混合型,易方达创新驱动灵活配置混合,1.7360,1.7360,1.7570,1.7570,-0.0210,-1.20,开放申购,开放赎回,0.15%
000606,THYXZQ,债券型,天弘优选债券,1.0288,1.1428,1.0278,1.1418,0.0010,0.10,开放申购,开放赎回,0.06%
000609,HSXLHHH,混合型,华商新量化混合,2.8390,3.3890,2.8790,3.4290,-0.04,-1.39,开放申购,开放赎回,0.15%
000612,HBSTZGHH,混合型,华宝生态中国混合,3.3180,3.5180,3.3190,3.5190,-0.0010,-0.03,开放申购,开放赎回,0.15%
000613,GSABHS300ETFLJ,联接基金,国寿安保沪深300ETF联接,1.4329,2.1529,1.4375,2.1575,-0.0046,-0.32,开放申购,开放赎回,0.10%
